Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
110289184,425172,434326,1,24-Jun-11,2335,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Fatal,Male,23,Car
110289184,425172,434326,1,24-Jun-11,2335,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,28,Car
110289184,425172,434326,1,24-Jun-11,2335,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,26,Car
110289265,432375,435798,3,24-Jun-11,2240,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,20,Car
110289717,432617,434832,1,25-Jun-11,1423,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,7,Car
110289726,430659,434697,2,25-Jun-11,1015,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,48,Motorcycle over 500cc
110290155,430042,434046,2,25-Jun-11,1735,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Car
110290451,430599,434561,2,25-Jun-11,2138,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Car
110294999,424301,445369,2,25-Jun-11,1215,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Goods vehicle 3.5 tonnes mgw and under
110294999,424301,445369,2,25-Jun-11,1215,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,29,Goods vehicle 3.5 tonnes mgw and under
110291488,432539,434257,2,26-Jun-11,1824,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,52,Pedal cycle
110291852,432022,435189,1,26-Jun-11,2030,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,4,Car
110292217,427798,434674,2,27-Jun-11,805,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Pedal cycle
110292467,428271,434133,3,27-Jun-11,800,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car
110292691,428434,435000,2,27-Jun-11,1225,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Car
110292691,428434,435000,2,27-Jun-11,1225,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47,Car
110293177,436833,433719,2,27-Jun-11,1414,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,59,Taxi/Private hire car
110293411,430637,433447,1,27-Jun-11,1647,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,26,Car
110293435,431894,434908,2,27-Jun-11,1650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Car
110293435,431894,434908,2,27-Jun-11,1650,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Car
110293454,423991,427979,1,27-Jun-11,1440,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,23,Car
110293454,423991,427979,1,27-Jun-11,1440,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,24,Car
110294836,428812,432589,4,27-Jun-11,1750,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Car
110295515,425564,434134,2,27-Jun-11,2140,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,18,Car
110295515,425564,434134,2,27-Jun-11,2140,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,44,Car
110296843,418139,442488,2,27-Jun-11,1520,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,50,Car
110296843,418139,442488,2,27-Jun-11,1520,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,12,Car
110293941,428422,440959,2,28-Jun-11,706,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,57,Pedal cycle
110293993,429149,431789,2,28-Jun-11,735,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,17,Motorcycle over 50cc and up to 125cc
110294083,432308,426893,1,28-Jun-11,827,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car
110294470,426099,438132,1,28-Jun-11,855,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,5,Car
110294470,426099,438132,1,28-Jun-11,855,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car
110294521,427570,436875,3,28-Jun-11,800,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Pedal cycle
110294545,430170,434369,3,28-Jun-11,905,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Car
110294602,425976,428174,2,28-Jun-11,615,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car
110294623,430631,433453,2,28-Jun-11,840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,17,Car
110295303,428554,427739,2,28-Jun-11,1230,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car
110295764,433476,436396,1,29-Jun-11,810,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,2,Car
110295764,433476,436396,1,29-Jun-11,810,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,10,Car
110298179,427483,432590,2,29-Jun-11,715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Pedal cycle
110297826,431606,434024,2,30-Jun-11,835,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Pedal cycle
110298208,430000,434153,1,30-Jun-11,1145,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,46,Car
110298528,422338,433441,1,30-Jun-11,1530,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,43,Goods vehicle 3.5 tonnes mgw and under
110298676,427642,436694,2,30-Jun-11,1720,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Car
110298676,427642,436694,2,30-Jun-11,1720,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,49,Car
110298756,428014,434339,2,30-Jun-11,1640,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Car
110299736,431620,426336,2,30-Jun-11,1325,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,70,Car
110299736,431620,426336,2,30-Jun-11,1325,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,41,Car
110300993,431790,435567,2,30-Jun-11,1410,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,34,Car
110308518,429770,430608,1,30-Jun-11,1900,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,52,Goods vehicle 3.5 tonnes mgw and under
110299828,429946,433098,2,01-Jul-11,920,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,40,Motorcycle over 500cc
110299885,436082,436864,2,01-Jul-11,1038,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,52,Car
110299885,436082,436864,2,01-Jul-11,1038,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,60,Car
110299885,436082,436864,2,01-Jul-11,1038,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,60,Car
110300290,429104,433566,2,01-Jul-11,1445,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
110300303,426346,427821,1,01-Jul-11,1522,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,82,Bus or coach (17 or more passenger seats)
110300458,425906,434505,2,01-Jul-11,1350,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
110300740,430894,430305,1,01-Jul-11,2300,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,35,Car
110301301,428062,435959,3,01-Jul-11,1950,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Pedal cycle
110301316,441849,430170,2,01-Jul-11,1915,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,78,Other Vehicle 
110301416,423546,437852,1,02-Jul-11,1310,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Car
110301720,431697,427879,2,02-Jul-11,1605,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Fatal,Male,86,Other Vehicle 
110302384,418153,444545,2,02-Jul-11,1225,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,42,Motorcycle over 500cc
110302674,419977,446516,2,02-Jul-11,1840,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18,Motorcycle over 50cc and up to 125cc
110309747,419623,446209,2,02-Jul-11,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,32,Pedal cycle
110303488,428397,436795,2,04-Jul-11,130,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,35,Car
110303488,428397,436795,2,04-Jul-11,130,B,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,24,Car
110304228,430072,433924,1,04-Jul-11,1105,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,76,Bus or coach (17 or more passenger seats)
110304337,429414,433467,2,04-Jul-11,845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Pedal cycle
110304600,428087,426550,2,04-Jul-11,1440,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Car
110306709,430638,434675,2,05-Jul-11,1414,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,38,Car
110306735,432513,427315,2,05-Jul-11,1445,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,12,Pedal cycle
110306795,431884,435122,2,05-Jul-11,1805,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,25,Car
110306795,431884,435122,2,05-Jul-11,1805,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,28,Car
110306825,425183,432525,2,05-Jul-11,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,57,Other Vehicle 
110308505,442311,434294,2,05-Jul-11,1832,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Goods vehicle 3.5 tonnes mgw and under
110308505,442311,434294,2,05-Jul-11,1832,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,34,Goods vehicle 3.5 tonnes mgw and under
110308505,442311,434294,2,05-Jul-11,1832,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,60,Car
110308621,434846,438067,2,05-Jul-11,900,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,18,Car
110308151,430076,433881,1,06-Jul-11,1250,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,80,Bus or coach (17 or more passenger seats)
110308516,427657,436653,2,06-Jul-11,1705,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Pedal cycle
110312536,430046,438633,2,06-Jul-11,1830,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,60,Car
110312536,430046,438633,2,06-Jul-11,1830,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,40,Car
110309867,430064,433424,1,07-Jul-11,945,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,25,Goods vehicle 7.5 tonnes mgw and over
110310834,432688,434191,2,07-Jul-11,1425,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Car
110311186,430760,424531,1,07-Jul-11,2220,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,40,Car
110311908,434931,437656,3,07-Jul-11,1140,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Bus or coach (17 or more passenger seats)
110311908,434931,437656,3,07-Jul-11,1140,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,27,Bus or coach (17 or more passenger seats)
110311908,434931,437656,3,07-Jul-11,1140,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,45,Car
110312461,433163,433721,2,07-Jul-11,1325,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Agricultural vehicle (includes diggers etc.)
110311108,421571,434400,4,08-Jul-11,125,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,25,Car
110311108,421571,434400,4,08-Jul-11,125,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,64,Car
110311649,429389,434939,2,08-Jul-11,1020,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Goods vehicle 3.5 tonnes mgw and under
110311885,430710,439183,2,08-Jul-11,1130,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,80,Car
110312379,432273,426156,4,08-Jul-11,1545,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,22,Car
110312379,432273,426156,4,08-Jul-11,1545,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,31,Car
110312379,432273,426156,4,08-Jul-11,1545,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,22,Car
110312379,432273,426156,4,08-Jul-11,1545,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,21,Car
110312379,432273,426156,4,08-Jul-11,1545,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,43,Car
110312616,431794,428914,2,08-Jul-11,1915,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,39,Car
110312656,441160,433151,2,08-Jul-11,1730,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Car
110313186,426541,428984,2,08-Jul-11,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,38,Pedal cycle
110313380,430105,431747,2,08-Jul-11,1420,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Pedal cycle
110313002,433353,429648,1,09-Jul-11,320,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,29,Car
110313002,433353,429648,1,09-Jul-11,320,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,29,Car
110313002,433353,429648,1,09-Jul-11,320,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Female,22,Car
110313906,429289,426764,2,09-Jul-11,1702,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43,Car
110313968,427220,433518,2,09-Jul-11,1740,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,68,Car
110314645,429639,434300,3,09-Jul-11,2019,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,62,Car
110324552,431151,429951,1,10-Jul-11,230,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,28,Taxi/Private hire car
110315934,429660,434599,2,11-Jul-11,855,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Pedal cycle
110316131,426985,433110,1,11-Jul-11,1048,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,54,Pedal cycle
110316131,426985,433110,1,11-Jul-11,1048,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,26,Pedal cycle
110316759,430703,433602,3,11-Jul-11,1345,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,56,Car
110317250,429867,437866,2,11-Jul-11,1900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Car
110317423,420767,434473,2,11-Jul-11,2050,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,9,Pedal cycle
110318530,441060,432037,2,11-Jul-11,720,A,Dry,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,39,Pedal cycle
110318271,418928,445362,2,12-Jul-11,1128,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,70,Car
110318271,418928,445362,2,12-Jul-11,1128,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,88,Car
110318271,418928,445362,2,12-Jul-11,1128,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,79,Car
110318562,435429,439799,2,12-Jul-11,1300,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,81,Car
110318562,435429,439799,2,12-Jul-11,1300,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,Car
110318816,430334,433346,1,12-Jul-11,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,50,Bus or coach (17 or more passenger seats)
110318882,431043,431371,2,12-Jul-11,1450,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,14,Bus or coach (17 or more passenger seats)
110318972,431507,435131,2,12-Jul-11,1210,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,42,Motorcycle over 500cc
110342240,424648,427604,2,12-Jul-11,1420,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,53,Car
110320671,431692,434521,1,13-Jul-11,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,51,Bus or coach (17 or more passenger seats)
110320841,434167,433885,2,13-Jul-11,1735,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Pedal cycle
110321115,428267,434137,1,13-Jul-11,2100,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,42,Other Vehicle 
110322570,419931,437067,1,13-Jul-11,1800,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,40,Car
110329264,443009,431620,2,13-Jul-11,2030,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,17,M/cycle 50cc and under
110321897,430983,429783,2,14-Jul-11,1030,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,80,Bus or coach (17 or more passenger seats)
110322183,425364,432751,3,14-Jul-11,845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,31,Car
110322183,425364,432751,3,14-Jul-11,845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,Car
110322183,425364,432751,3,14-Jul-11,845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,6,Car
110322183,425364,432751,3,14-Jul-11,845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,4,Car
110322183,425364,432751,3,14-Jul-11,845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,9,Car
110322900,430572,434528,2,14-Jul-11,1845,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,21,Pedal cycle
110323040,421746,444163,4,14-Jul-11,1750,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,50,Motorcycle over 50cc and up to 125cc
110323040,421746,444163,4,14-Jul-11,1750,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,38,Motorcycle over 50cc and up to 125cc
110323149,428752,432719,2,14-Jul-11,2120,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,50,Car
110324152,430148,431061,1,14-Jul-11,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,25,Car
110324065,431417,433629,2,15-Jul-11,1240,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,Car
110324065,431417,433629,2,15-Jul-11,1240,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
110324726,427607,434511,2,15-Jul-11,1325,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,29,Car
110325466,426291,435584,2,15-Jul-11,2010,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,56,Car
110325214,430797,433846,2,16-Jul-11,320,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,31,Taxi/Private hire car
110325214,430797,433846,2,16-Jul-11,320,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,35,Taxi/Private hire car
110325214,430797,433846,2,16-Jul-11,320,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,25,Taxi/Private hire car
110325214,430797,433846,2,16-Jul-11,320,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Female,27,Taxi/Private hire car
110325214,430797,433846,2,16-Jul-11,320,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,25,Taxi/Private hire car
110325214,430797,433846,2,16-Jul-11,320,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,40,Taxi/Private hire car
110325541,427819,435083,2,16-Jul-11,925,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,40,Car
110326068,427073,435640,1,16-Jul-11,1655,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,5,Bus or coach (17 or more passenger seats)
110326071,428576,427974,3,16-Jul-11,1405,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,45,Car
110326236,427483,432589,2,16-Jul-11,1830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Car
110326236,427483,432589,2,16-Jul-11,1830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Goods vehicle 3.5 tonnes mgw and under
110327031,432656,438104,1,17-Jul-11,1130,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,81,Car
110330289,428915,433417,5,17-Jul-11,1300,A(M),Wet / Damp,Daylight: street lights present,Other,Driver,Slight,Female,47,Car
110330289,428915,433417,5,17-Jul-11,1300,A(M),Wet / Damp,Daylight: street lights present,Other,Driver,Slight,Female,46,Car
110330289,428915,433417,5,17-Jul-11,1300,A(M),Wet / Damp,Daylight: street lights present,Other,Passenger,Slight,Female,17,Car
110328088,423035,438090,1,18-Jul-11,830,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,14,Car
110328172,432058,435962,2,18-Jul-11,905,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,36,Pedal cycle
110328553,442230,434699,1,18-Jul-11,1245,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car
110328553,442230,434699,1,18-Jul-11,1245,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,1,Car
110328649,431482,435008,2,18-Jul-11,910,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,33,Car
110329187,440664,447583,1,18-Jul-11,1515,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,61,Car
110329187,440664,447583,1,18-Jul-11,1515,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22,Car
110329187,440664,447583,1,18-Jul-11,1515,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,6,Car
110330438,437316,431153,2,18-Jul-11,654,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Car
110328607,429305,433479,1,19-Jul-11,949,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,45,Car
110329679,428540,434269,4,19-Jul-11,123,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,19,Car
110329921,430230,432030,2,19-Jul-11,845,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25,Car
110329921,430230,432030,2,19-Jul-11,845,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,47,Car
110329921,430230,432030,2,19-Jul-11,845,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,17,Car
110330561,431508,429658,1,19-Jul-11,5,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,47,Car
110331002,433406,437242,1,19-Jul-11,1435,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17,Car
110331002,433406,437242,1,19-Jul-11,1435,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,17,Car
110331002,433406,437242,1,19-Jul-11,1435,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,17,Car
110331461,443108,440517,1,19-Jul-11,2209,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,31,Car
110331625,426145,435591,2,19-Jul-11,840,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Pedal cycle
110331753,431432,435098,1,19-Jul-11,1705,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,45,Car
110331404,429837,431468,2,20-Jul-11,15,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,17,Pedal cycle
110332293,426410,436408,2,20-Jul-11,1000,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,91,Car
110332803,438528,430233,2,20-Jul-11,1645,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,23,Car
110332803,438528,430233,2,20-Jul-11,1645,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,19,Car
110332896,430118,431825,3,20-Jul-11,1800,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Goods vehicle 3.5 tonnes mgw and under
110332896,430118,431825,3,20-Jul-11,1800,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Car
110333124,429974,445291,2,20-Jul-11,1925,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Fatal,Female,59,Car
110333124,429974,445291,2,20-Jul-11,1925,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Fatal,Female,84,Car
110333124,429974,445291,2,20-Jul-11,1925,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Fatal,Female,82,Car
110333507,436756,433640,2,20-Jul-11,1818,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car
110333507,436756,433640,2,20-Jul-11,1818,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38,Car
110333804,440379,433549,2,20-Jul-11,925,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,19,Motorcycle over 50cc and up to 125cc
110334062,430053,434023,2,20-Jul-11,1905,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Pedal cycle
110334074,430556,435102,2,20-Jul-11,1750,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Taxi/Private hire car
110334061,428969,435474,1,21-Jul-11,1120,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,18,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
110334148,424154,428158,2,21-Jul-11,1205,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Car
