Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
645709,431371,435302,2,08-Aug-09,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car
645709,431371,435302,2,08-Aug-09,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,10,Car
645709,431371,435302,2,08-Aug-09,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,16,Car
645709,431371,435302,2,08-Aug-09,1345,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,51,Car
659609,426150,435588,2,08-Aug-09,1845,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Pedal cycle
659709,423302,434732,2,08-Aug-09,1730,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
639109,430209,434002,2,09-Aug-09,814,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car
646609,430998,435793,2,09-Aug-09,1805,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,56,Car
646609,430998,435793,2,09-Aug-09,1805,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,43,Car
652409,434609,425872,2,09-Aug-09,840,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Car
662109,421421,439478,1,09-Aug-09,1705,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,9,Car
664309,428626,436892,2,09-Aug-09,2234,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,35,Car
664309,428626,436892,2,09-Aug-09,2234,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,50,Taxi/Private hire car
664309,428626,436892,2,09-Aug-09,2234,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,51,Taxi/Private hire car
675809,424526,437054,2,09-Aug-09,608,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Car
675809,424526,437054,2,09-Aug-09,608,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,23,Car
676109,420643,444854,1,09-Aug-09,140,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,24,Car
688509,431805,433131,2,09-Aug-09,33,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,21,Car
638509,423921,428209,2,10-Aug-09,635,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Fatal,Male,19,Car
638509,423921,428209,2,10-Aug-09,635,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,53,Goods vehicle 3.5 tonnes mgw and under
643809,427757,427915,1,10-Aug-09,940,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,8,Car
644409,435227,434811,1,10-Aug-09,1724,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,59,Bus or coach (17 or more passenger seats)
644709,425646,435559,1,10-Aug-09,2015,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,8,Car
646509,425105,432925,1,10-Aug-09,1920,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,15,Bus or coach (17 or more passenger seats)
648109,426114,438127,2,10-Aug-09,1020,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,79,Car
648109,426114,438127,2,10-Aug-09,1020,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Car
648109,426114,438127,2,10-Aug-09,1020,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,20,Car
654709,429902,437011,1,10-Aug-09,1330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,58,Bus or coach (17 or more passenger seats)
657309,425142,437856,1,10-Aug-09,1730,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,68,Car
658909,431883,435313,2,10-Aug-09,1220,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42,Car
658909,431883,435313,2,10-Aug-09,1220,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,38,Taxi/Private hire car
664109,425706,433934,1,10-Aug-09,900,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,40,Other Vehicle 
649009,427826,436514,2,11-Aug-09,1715,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Pedal cycle
650609,422716,432255,2,11-Aug-09,1800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Car
664409,425062,433369,2,11-Aug-09,1400,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,64,Car
683309,428596,431112,2,11-Aug-09,1622,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,11,Car
647409,421692,435045,1,12-Aug-09,1210,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,50,Bus or coach (17 or more passenger seats)
648209,429360,434958,1,12-Aug-09,15,A,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Male,18,Taxi/Private hire car
648309,430294,433744,1,12-Aug-09,1210,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,7,Bus or coach (17 or more passenger seats)
648309,430294,433744,1,12-Aug-09,1210,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,9,Bus or coach (17 or more passenger seats)
650009,422199,435904,1,12-Aug-09,2135,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,23,Car
656309,420846,441150,2,12-Aug-09,1735,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,22,Car
656709,426837,437898,2,12-Aug-09,1316,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Pedal cycle
657109,420312,441603,1,12-Aug-09,1850,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,5,Car
660509,443079,444314,1,12-Aug-09,1220,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,54,Pedal cycle
667109,425715,435158,2,12-Aug-09,1810,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,12,Pedal cycle
649409,423294,434417,2,13-Aug-09,1034,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,41,Car
649409,423294,434417,2,13-Aug-09,1034,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,27,Car
649409,423294,434417,2,13-Aug-09,1034,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,11,Car
649409,423294,434417,2,13-Aug-09,1034,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,9,Car
649409,423294,434417,2,13-Aug-09,1034,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,31,Car
653309,430765,438785,1,13-Aug-09,1532,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,69,Bus or coach (17 or more passenger seats)
655409,424175,429357,1,13-Aug-09,1105,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,39,Bus or coach (17 or more passenger seats)
655509,422273,433393,1,13-Aug-09,1715,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,71,Bus or coach (17 or more passenger seats)
656509,434151,433874,3,13-Aug-09,940,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12,Car
656809,436163,434744,1,13-Aug-09,1215,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Other Vehicle 
657809,427945,436113,2,13-Aug-09,1600,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,66,Pedal cycle
658109,421550,439245,2,13-Aug-09,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,12,Pedal cycle
663909,428436,428703,2,13-Aug-09,1620,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,30,Car
686909,430130,437782,2,13-Aug-09,1610,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,8,Pedal cycle
653909,422546,435457,1,14-Aug-09,1144,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,23,Bus or coach (17 or more passenger seats)
661809,425800,426834,2,14-Aug-09,2155,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,35,Car
663409,432205,435332,1,14-Aug-09,1630,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,4,Car
670309,443638,437509,3,14-Aug-09,1412,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62,Car
670309,443638,437509,3,14-Aug-09,1412,A(M),Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,51,Car
656109,433537,429825,2,15-Aug-09,720,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,41,Pedal cycle
661909,429563,433443,2,15-Aug-09,340,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Driver,Slight,Male,28,Taxi/Private hire car
664209,434658,445065,2,15-Aug-09,1510,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,21,Car
668609,425018,433160,2,15-Aug-09,2020,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,45,Bus or coach (17 or more passenger seats)
657609,430850,439706,1,16-Aug-09,2243,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,17,Car
657609,430850,439706,1,16-Aug-09,2243,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,17,Car
662309,430557,427017,1,16-Aug-09,1340,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,46,Car
672609,429079,435311,1,16-Aug-09,1245,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,66,Car
666809,427782,430733,3,17-Aug-09,1535,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42,Car
667309,422231,433553,2,17-Aug-09,1900,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47,Car
667309,422231,433553,2,17-Aug-09,1900,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Car
671609,429454,430118,3,17-Aug-09,435,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,18,Car
667209,431738,431420,2,18-Aug-09,846,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Pedal cycle
672109,422263,433369,1,18-Aug-09,1000,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,75,Taxi/Private hire car
675609,419653,444914,2,18-Aug-09,800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
676609,427433,433442,2,18-Aug-09,2030,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,8,Pedal cycle
672409,428860,433945,2,19-Aug-09,1710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Pedal cycle
674809,430496,437098,2,19-Aug-09,2155,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Female,36,Car
674809,430496,437098,2,19-Aug-09,2155,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Female,56,Car
675009,430479,430705,2,19-Aug-09,2214,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,45,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
675009,430479,430705,2,19-Aug-09,2214,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,36,Car
675009,430479,430705,2,19-Aug-09,2214,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,38,Car
676409,431444,433162,1,19-Aug-09,1305,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,83,Car
674309,433771,429576,2,20-Aug-09,1940,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,23,Car
674309,433771,429576,2,20-Aug-09,1940,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Car
674309,433771,429576,2,20-Aug-09,1940,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,21,Car
674309,433771,429576,2,20-Aug-09,1940,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,34,Car
676209,428487,431652,3,20-Aug-09,1420,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,55,Other Vehicle 
676209,428487,431652,3,20-Aug-09,1420,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
676509,423384,434283,1,20-Aug-09,1220,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,20,Car
676509,423384,434283,1,20-Aug-09,1220,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,18,Car
676809,425548,435261,2,20-Aug-09,1435,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,11,Pedal cycle
673809,425956,436228,1,21-Aug-09,2220,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Fatal,Male,38,Motorcycle over 500cc
674209,427028,426088,1,21-Aug-09,1200,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,53,Car
674209,427028,426088,1,21-Aug-09,1200,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,44,Car
674209,427028,426088,1,21-Aug-09,1200,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,18,Car
674209,427028,426088,1,21-Aug-09,1200,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,19,Car
674209,427028,426088,1,21-Aug-09,1200,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,11,Car
674209,427028,426088,1,21-Aug-09,1200,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,14,Car
674209,427028,426088,1,21-Aug-09,1200,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,17,Car
674209,427028,426088,1,21-Aug-09,1200,Motorway,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,13,Car
676009,425036,433151,2,21-Aug-09,1530,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Motorcycle over 500cc
677609,426172,427422,2,21-Aug-09,1710,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,19,Motorcycle over 50cc and up to 125cc
679009,430347,425088,2,21-Aug-09,840,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16,M/cycle 50cc and under
680609,429444,437310,2,21-Aug-09,1945,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Car
680609,429444,437310,2,21-Aug-09,1945,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,4,Car
680609,429444,437310,2,21-Aug-09,1945,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,29,Car
677509,431409,433473,2,22-Aug-09,1718,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18,Pedal cycle
677809,428719,437082,2,22-Aug-09,1124,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,35,Pedal cycle
679909,433538,434568,1,22-Aug-09,1820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,9,Car
679909,433538,434568,1,22-Aug-09,1820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,23,Car
680909,427712,436523,2,22-Aug-09,1045,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,36,Bus or coach (17 or more passenger seats)
682109,428106,426257,2,22-Aug-09,2200,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,29,Car
691009,436174,434682,1,22-Aug-09,1302,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,77,Bus or coach (17 or more passenger seats)
704609,435965,433878,2,22-Aug-09,1905,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,54,Car
704609,435965,433878,2,22-Aug-09,1905,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,48,Car
707609,431458,430308,2,22-Aug-09,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,16,Motorcycle over 50cc and up to 125cc
688209,434117,435130,2,23-Aug-09,2015,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,22,Car
680309,423450,437607,1,24-Aug-09,1455,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Male,16,Car
682409,428583,430764,1,24-Aug-09,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,59,Bus or coach (17 or more passenger seats)
683609,428556,427767,1,24-Aug-09,1835,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw
687809,442153,434446,2,24-Aug-09,1750,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,27,Car
688009,421538,428486,2,24-Aug-09,2045,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,57,Car
688009,421538,428486,2,24-Aug-09,2045,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,30,Car
692309,428435,428730,2,24-Aug-09,1615,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,17,M/cycle 50cc and under
712809,430336,433278,2,24-Aug-09,1845,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Car
686709,433919,442115,2,25-Aug-09,2125,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,37,Car
686709,433919,442115,2,25-Aug-09,2125,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Male,30,Car
687909,430754,433456,2,25-Aug-09,1610,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Car
687909,430754,433456,2,25-Aug-09,1610,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,25,Car
688809,430213,433393,1,25-Aug-09,1330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22,Bus or coach (17 or more passenger seats)
690509,431891,433592,1,25-Aug-09,1400,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,76,Bus or coach (17 or more passenger seats)
693409,432139,435818,2,25-Aug-09,1545,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,15,Pedal cycle
716809,435203,437597,3,25-Aug-09,1813,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Car
722709,428937,425981,2,25-Aug-09,1830,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22,Car
722709,428937,425981,2,25-Aug-09,1830,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,28,Car
722709,428937,425981,2,25-Aug-09,1830,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car
728009,431971,437043,2,25-Aug-09,2145,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,22,Car
728009,431971,437043,2,25-Aug-09,2145,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,27,Car
728009,431971,437043,2,25-Aug-09,2145,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,24,Car
728009,431971,437043,2,25-Aug-09,2145,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,23,Car
685009,429825,434375,1,26-Aug-09,25,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,20,Taxi/Private hire car
686409,430095,433239,1,26-Aug-09,100,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,20,Taxi/Private hire car
691209,430112,432156,2,26-Aug-09,1318,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,54,Car
695009,429415,433924,3,26-Aug-09,1015,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
695009,429415,433924,3,26-Aug-09,1015,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,57,Car
695009,429415,433924,3,26-Aug-09,1015,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,55,Car
696909,434802,434618,2,26-Aug-09,1215,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver,Slight,Male,21,Car
690009,431040,431363,1,27-Aug-09,1300,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,65,Bus or coach (17 or more passenger seats)
693609,428947,433425,2,27-Aug-09,1810,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car
693609,428947,433425,2,27-Aug-09,1810,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,28,Car
694609,432434,435048,2,27-Aug-09,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Goods vehicle 3.5 tonnes mgw and under
694609,432434,435048,2,27-Aug-09,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,38,Goods vehicle 3.5 tonnes mgw and under
695909,425623,434244,1,27-Aug-09,1733,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,22,Motorcycle over 50cc and up to 125cc
705009,428891,436610,2,27-Aug-09,1255,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Car
705009,428891,436610,2,27-Aug-09,1255,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car
705009,428891,436610,2,27-Aug-09,1255,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,21,Car
776209,430403,433663,1,27-Aug-09,1221,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,65,Bus or coach (17 or more passenger seats)
692709,432509,433777,1,28-Aug-09,950,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,80,Bus or coach (17 or more passenger seats)
697609,420215,445630,1,28-Aug-09,1223,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Male,22,Car
698609,431470,435114,2,28-Aug-09,2355,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,55,Car
698609,431470,435114,2,28-Aug-09,2355,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Car
699109,436707,428859,3,28-Aug-09,1128,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,16,Car
699109,436707,428859,3,28-Aug-09,1128,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,49,Car
700609,437395,433336,1,28-Aug-09,1232,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,12,Car
700809,425906,428590,2,28-Aug-09,1915,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,24,Motorcycle over 50cc and up to 125cc
704309,430803,435337,2,28-Aug-09,1835,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,23,Car
704309,430803,435337,2,28-Aug-09,1835,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,26,Car
720809,422300,433565,1,28-Aug-09,1715,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,4,Car
761909,433343,436231,2,28-Aug-09,1200,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car
670609,436120,435484,2,29-Aug-09,1740,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,68,Car
701609,431773,431394,1,29-Aug-09,1035,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Motorcycle over 50cc and up to 125cc
704709,431502,435090,2,29-Aug-09,2110,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,21,Car
704709,431502,435090,2,29-Aug-09,2110,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,23,Car
704709,431502,435090,2,29-Aug-09,2110,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,38,Car
705109,429184,433622,1,29-Aug-09,334,A(M),Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,43,Car
707809,435289,434829,2,29-Aug-09,602,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,17,Car
713709,437244,429424,3,29-Aug-09,1110,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Car
713709,437244,429424,3,29-Aug-09,1110,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,60,Motorcycle over 500cc
713709,437244,429424,3,29-Aug-09,1110,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,13,Car
713709,437244,429424,3,29-Aug-09,1110,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,49,Car
713709,437244,429424,3,29-Aug-09,1110,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,14,Car
722909,426385,435884,2,29-Aug-09,1730,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,6,Car
701209,442592,434484,2,30-Aug-09,157,Motorway,Wet / Damp,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Male,21,Car
701509,421033,440020,2,30-Aug-09,325,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,40,Goods vehicle 3.5 tonnes mgw and under
701509,421033,440020,2,30-Aug-09,325,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,44,Taxi/Private hire car
707309,431013,430768,2,30-Aug-09,1920,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
704409,433983,433654,3,31-Aug-09,315,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,32,Goods vehicle 3.5 tonnes mgw and under
704409,433983,433654,3,31-Aug-09,315,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,29,Goods vehicle 3.5 tonnes mgw and under
704809,437516,433239,2,31-Aug-09,2120,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,31,Car
711909,430337,433279,2,31-Aug-09,1315,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car
711909,430337,433279,2,31-Aug-09,1315,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,2,Car
719209,427007,440064,1,31-Aug-09,1700,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,28,Car
